Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000003265	38.15	44.45	38.8	27.64	28.02	143.15	153.67	72.44	90.08	154.18	162.8	49.25	63.72	171.32	253.03	148.16
ENSGALG00000013647	5.83	4.64	5.74	4.71	3.22	12.18	6.35	9.67	4.28	13.83	6.89	13.23	12.42	14.89	28.36	27.63
ENSGALG00000007449	5.69	5.33	4.06	6.03	4.02	4.78	3.72	5.32	5.17	5.21	2.86	4.6	3.41	7.29	10.81	6.28
ENSGALG00000011335	2.62	4.19	3.49	2.39	4.67	4.35	4.63	6.83	5.58	12.46	14.22	2.02	1.57	10.83	2.69	6.38
ENSGALG00000006342	5.87	4.34	6.47	4.74	5.91	8.47	5.27	14.98	11.24	9.84	8.88	25.29	14.2	3.73	3.02	7.17
ENSGALG00000006277	11.03	9.1	5.45	11.29	9.48	22.24	15.65	11.82	15.81	10.09	13.34	6.6	10	46.75	34.4	25.11
ENSGALG00000008857	8.54	10.75	8.15	8.48	8.68	15.57	16.35	23.37	18.62	17.15	20.73	13.35	20.15	16.6	14.61	10.81
ENSGALG00000006723	59.99	43.14	60.46	39.75	34.44	9.65	16.34	7.08	4.92	71.1	343.83	3.68	4.01	183.77	158.07	145.02
ENSGALG00000004999	60.11	58.02	134.32	22.94	22.92	29.47	28.21	29.05	26.02	30.27	28.57	45.97	25.67	19.11	16.72	30.41
Locus_77394	0.15	0	0.12	0.08	0.06	0.28	0	1.25	0.6	1.71	0.77	1.27	0.38	3.06	2.99	6.28
ENSGALG00000022047	0.24	0.24	0	0.08	0.18	0	0	0.09	0.21	0.11	0.13	0.02	0.09	0.06	0.11	0.05
ENSGALG00000023040	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0.54	0.18
ENSGALG00000016891	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0.04
CUFF.139664	0	0	0	0	0	0	0	0.41	0	0	0	0.42	0.44	1.32	0.51	0.08
ENSGALG00000014936	5.42	6.51	7.81	5.65	4.99	5.08	4.12	4.23	4.25	11.58	7.08	17.96	12.68	15.45	31.24	39.99
ENSGALG00000003251	36.37	46.95	58.09	54.94	67.78	127.38	178.91	66.32	129.69	68.07	119.29	129.86	62.98	97.77	179.45	152.13
ENSGALG00000005150	19.45	13.74	12.94	8.96	12.61	13.07	21.69	36.44	15.63	30.63	52.16	19.3	30.19	53.11	32.83	29.97
ENSGALG00000015424	43.03	37.65	59.74	10.08	9.35	11.58	20.42	1.59	1.17	2.06	1.77	4.44	4.46	8.51	9.53	16
ENSGALG00000018700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008354	6.8	6.16	2.94	4.73	3.79	4.91	7.05	11.68	11.6	10.83	23.99	1.27	2.99	28.18	15.72	5.18
Locus_118666	0	0	0	0	0	3.64	6.97	0	0	0	0	0	0	0	0	0.09
ENSGALG00000016463	28.1	31.61	44.67	5.92	7.52	3.89	3.23	4.31	4.22	6.58	3.33	9.23	16.91	2.05	4.46	6.54
ENSGALG00000006669	0.15	0.22	0.15	0.15	0.11	0	0	0.82	0.39	0	0	0.35	0.4	1.47	0.81	0.23
ENSGALG00000015025	7.69	8.44	6.35	9.01	10.18	11.55	11.97	30.59	36.19	15.16	13.89	23.48	11.88	10.98	8.65	6.89
ENSGALG00000006188	7.43	6.85	8.04	3.58	4.57	11.28	10.09	57.12	48.98	27.63	20.49	16.47	22.03	9.55	20.26	23.61
ENSGALG00000007821	48.39	46.63	68.06	52.01	40.29	143.44	181.92	95.64	92.46	119.92	114.14	43.01	32.62	74.71	70.65	79.49
ENSGALG00000019026	0	17.59	0	0.93	0.36	0.85	1.02	1.02	0	0	0	0	0.28	1.97	0	0.21
ENSGALG00000016554	0.05	0.32	0.41	0.53	0.48	0	0	17.8	15.61	3.97	6.61	0.08	0.03	1.81	2.77	4.45
ENSGALG00000022382	49.28	36.63	27.08	21.76	41.23	74.73	136.94	167.07	60.59	357.72	173.86	138	149.51	13.52	12.12	5.39
ENSGALG00000014687	0.12	0	0.13	0.12	0.22	0.15	0.18	2.39	2.1	0.43	0.21	5.01	3	9.34	7.63	8.23
CUFF.248538	0.23	0.94	0.32	0.16	0.3	0.57	2.05	1.28	0.72	11.27	37.06	0.31	0.72	5.17	3.54	2.48
ENSGALG00000004280	0	0	0	0	0	1.81	1.18	11.27	9.13	10.63	13.15	5.67	3.57	7.49	6.22	4.18
ENSGALG00000008602	12.68	20.6	22.49	12.53	18.75	0	0	0	0	0	0	0.16	0.16	0.29	1.31	1.65
ENSGALG00000012338	5.4	4.04	8.31	4.65	5.78	26.37	20.06	135.64	86.33	68.5	26.14	63.32	39.13	5.82	5.17	8.31
ENSGALG00000002199	4.75	5.73	2.67	10.31	10.51	1.5	2	2.31	1.99	1.4	1.84	0.95	1.77	2.55	0.96	0.62
ENSGALG00000008527	63.45	69.78	75.82	47.31	56.34	27.16	50.12	24.57	26.34	19.35	11.67	24.73	22.3	35.08	44.33	50.01
ENSGALG00000004482	1.71	1.17	0.48	0.41	0.85	0.88	1.29	3.52	2.82	0.2	1.92	0.35	1.33	0.62	0.25	0.1
Locus_127348	1.85	0.71	5.57	0	0.36	0	0	0	0	0	0	0.1	0	0	0	0
ENSGALG00000023308	13.43	6.25	1.43	3.92	6.37	3.37	20.14	11.13	6.07	9.78	57.24	0.49	8.73	24.04	3.28	0.92
ENSGALG00000016238	15.71	15.31	7.22	19.17	14.97	14.05	14.2	11.8	14.83	13.21	16.96	7.2	12.14	21.23	18.3	9.58
Locus_64840	2.99	2.28	0	1.14	3.19	4.15	6.61	7.89	2.99	4.01	14.61	0.3	6.5	5.07	1.28	0.17
ENSGALG00000008135	38.07	22.85	46.15	0.3	0.28	0.11	0.13	18.84	16.66	0.24	0	0.1	0.09	8.41	12.2	8.16
ENSGALG00000015775	36.48	34.76	45.96	30.2	30.97	28.45	32.87	11.77	13.87	23.04	83.29	25.72	29.4	148.19	108.9	147.19
Locus_104940	0.23	0	0.24	0.23	0.18	0	0	0	0.3	0.3	0	0.41	0.2	0.16	0.62	2.9
ENSGALG00000004881	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0.09	0.2	0
CUFF.95880	0.11	0.16	0.89	0	0.17	0.2	0.24	0	0	0	0	0.47	0.1	0.68	0.73	2.15
ENSGALG00000012909	8.7	8.1	4.47	9.19	5.9	9.13	7.99	7.37	4.81	8.11	5.01	4.33	7.91	22.72	15.96	13.51
Locus_105116	0.18	0	0.1	0.47	0.21	0.17	0.2	0.31	0.12	0	0.47	0.03	0.03	3.16	3.85	2.01
ENSGALG00000001791	6.33	4.96	7.26	2.55	2.71	15.31	20.66	20.84	15.47	37.92	134.36	7	6.08	26.54	6.9	21.03
ENSGALG00000006101	5.41	8.79	10.73	9.59	7.58	9.45	6.76	15.74	11.75	13.41	9.89	14.54	15.36	16.53	27.64	27.12
ENSGALG00000019213	8.55	7.25	6.21	6.26	7.01	53.77	110.06	14.25	38.76	14.34	27.64	9.28	9.18	3.64	2.52	2.45
ENSGALG00000013552	13.15	11.21	7.19	12.84	15.16	33.51	38.78	19.9	25.24	18.96	28.23	13.62	11.3	167.8	96.16	60.48
ENSGALG00000004687	0.3	1.21	0.88	0.3	0.46	1.1	0.22	0.44	0.26	0.13	0.5	0.77	2.16	7.41	7.46	8.29
Locus_80374	2.12	2.26	8.31	5.37	2.31	1.18	0	4.24	4.52	3.13	3.24	1.77	1.02	0.61	0.44	0.9
ENSGALG00000015810	1.32	2.41	3.63	1.16	2.25	0.49	0	6.74	2.46	0.24	0.3	37.35	13.01	77.67	90.56	243.19
CUFF.71848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0.64	0.51
ENSGALG00000023866	0.3	0.46	0.2	0.84	0.59	0.84	1.67	1.43	1.51	6.5	27.38	0.19	0.57	1.78	0.41	0.19
blastnMacaque.Locus_289498	0	0	0	0	3.46	2.75	0	0	0	0	0	0.17	0.45	0	0	0
ENSGALG00000022348	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
ENSGALG00000007684	0.12	0	0	0	0	0	0	0	0	0.16	0	0.01	0	0	0	0
ENSGALG00000008087	0	0.11	0	0	0	0	0	0	0	0	0	0.01	0	2.96	1.23	0.87
ENSGALG00000015189	7.05	9.47	1.05	0.53	1.31	0.78	0	13.09	34.75	27.53	188.55	2.85	14.94	267.47	117.3	29.61
ENSGALG00000016426	0.61	0.87	0.26	0.08	0	16.59	6.95	27.09	22.34	0	0.13	0.49	0.34	1.32	2.13	1.4
blastnHuman.Locus_159237	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0
Locus_117474	0.15	0	0	0.47	0	0	0	0	0	0	0	0.05	0.05	1.98	1.27	0.97
ENSGALG00000009415	8.4	7.02	5.23	1.98	1.47	0	0.38	0.45	0.08	0.15	0	3.79	1.95	8.21	6.46	7.52
blastnOpossum.Locus_317445	0	0	0	0	0	0	3.07	0	1.85	1.86	0	0.78	0.42	0	0	0
Locus_50303	0.24	0	0	0.24	0	0	0.53	0	0	0	0	0	0	5.29	1.15	1.02
ENSGALG00000005269	12.32	14.55	19.42	10.7	11.04	9.9	10.1	16.66	17.39	19.61	18.58	19.07	16.87	8.46	7.81	11.05
ENSGALG00000024321	0.44	0.2	0.16	0.18	0.11	0.87	1	1.2	0.74	0.2	0.2	0.05	0.13	4.63	3.33	1.83
ENSGALG00000001505	354.68	273.01	309.87	36.06	35.32	1.67	3.57	0.57	0.58	47.7	104.42	0.87	0.48	27.27	18.06	19.46
ENSGALG00000016881	1.06	2.26	0.89	0.97	1.32	1.37	0.7	1.06	3.95	2.13	1.08	2.25	12.36	0.45	0.51	0.45
ENSGALG00000020253	4.15	2.66	77.47	4.42	3.05	10.08	2.41	4.12	0.58	6.44	1.11	215.65	7.78	9.65	128.91	996.84
ENSGALG00000009917	69.59	66.5	39.44	57.89	56.34	99.5	133.66	62.67	63.91	79.12	102.04	19.15	52	178.22	129.25	90.01
ENSGALG00000017041	1.93	1.86	1.94	0.21	0.18	0.36	0.46	2.75	1.69	0.22	0.12	0.42	0.27	0.95	0.84	1.06
ENSGALG00000011660	50.65	48.81	59.09	60.5	54.26	36.46	25.94	30.8	32.67	37.2	28.08	53.35	32.58	26.63	32.52	62.28
ENSGALG00000014943	10.34	10.19	48.86	9.51	15.47	0.12	0	2.1	0.92	0	0.11	22.34	1.94	3.15	7.26	25
ENSGALG00000009384	19.67	19.91	19.37	17.47	18.24	21.21	21.75	11.44	17.91	9.15	5.57	21.76	22.75	15.44	26.02	19.97
Locus_19104	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	1.24	0.68
ENSGALG00000006705	1.38	1.12	1.16	1	0.88	7.13	4.87	0.7	0.64	0.22	0.14	60.06	27.96	2.6	8.24	5.03
ENSGALG00000004197	5.2	6.15	5.8	5.31	4.68	12.41	13.32	9.39	11.83	9.48	16.71	8.5	8.94	20.1	17.49	21.78
Locus_127781	1.51	3.99	5.16	0	0.16	0	0	0	0	0	0	0.01	0	0	0.21	0.14
ENSGALG00000002639	44.75	49	123.62	39.59	35.53	12.67	11.86	6.59	7.62	6.85	3.15	28.49	19.46	7.95	13.5	31.85
ENSGALG00000013677	19.45	19.26	9.19	15.43	16.21	8.49	10.23	11.33	13.67	14.67	27.11	5.74	8.74	31.8	24.29	14.99
ENSGALG00000017053	10.79	11.65	12.17	13	13.29	6.94	9.03	5.94	6.38	9.3	6.72	7.92	5.12	2.89	3.68	5.88
Locus_69153	0.17	0	0	0	0	0	0	0	0.22	0	0	0.3	0.1	0.12	0.46	0.48
ENSGALG00000008735	0	0.12	0.32	0.04	0.09	0.28	0.17	0.29	0.15	0.56	0.32	0.99	0.37	2.91	4.94	9.02
ENSGALG00000013452	22	26.18	63.64	23.81	22.43	25.92	18.15	34.81	29.31	63.85	40.67	116.44	77.2	20.86	45.8	84.27
ENSGALG00000017426	42.87	34.43	1.18	44.58	47.33	29.19	37.43	61.42	43.58	22.71	74.74	3.44	29.74	131.21	36.34	6.84
Locus_99826	0	1.26	0.65	2.1	0.64	0	0	0	0	0	0	0.09	0	0.3	0	0.09
ENSGALG00000006978	7.4	4.91	9.08	8.8	5.92	28.74	16.61	16.21	12.72	14.54	4.37	34.31	17.45	5.59	8.53	18.51
ENSGALG00000023446	5.17	11.27	1.93	3.74	7.46	2.73	9.81	14.78	6.89	8.92	36.4	1.92	4.43	12.65	1.52	0.5
Locus_49043	0	0	0	0.73	0	0	0	0.27	0	0	0	0.05	0	6.49	3.94	2.15
ENSGALG00000005596	4.01	4.3	8.79	3.9	3.56	5.46	5.21	9.44	7.47	5.34	3.94	16.88	7.63	4.92	8.18	18.16
ENSGALG00000004717	110.74	83.37	17.64	61	81.82	520.11	1091.28	166.27	176.77	160.84	570.22	6.49	42.77	307.29	80.24	14.56
CUFF.183456	0.35	0	0.18	0.36	0.27	0	0.78	0	0	0	0	0.16	0.32	0	0.24	0.08
Locus_49412	0.51	0.98	2.41	0	0	0.24	0	0.14	0	0	0.22	2.07	0.42	0	0	0.03
ENSGALG00000012204	0.5	0.95	0.58	0.13	0.96	0.92	1.1	0.55	1.16	243.98	2.95	1.95	2.57	16.21	7.23	4.32
Locus_46850	0.29	1.31	1.05	0.58	2.23	4.25	3.18	1.28	1.15	0	0.49	0.16	1.2	1.43	0.2	0.19
ENSGALG00000001640	1.35	1.55	0.26	0.17	0.66	9.05	8.22	12.39	5.85	1.13	6.03	3.49	12.95	8.08	2.55	1.9
ENSGALG00000004623	3.65	4.62	4.64	0.5	0.86	9.77	13.05	17.09	16.64	10.33	10.62	6.4	10.29	11.63	9.67	9.18
Locus_104964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	1.21	4.02
Locus_118757	0	0	0	0	0	0	0.75	0	0.45	0	0.57	0.04	0	36.16	11.34	0.99
ENSGALG00000006479	6.76	4.64	0.71	14.56	18.25	9.68	17.57	5.17	4.39	0.91	9.48	0.17	1.29	2.47	1.04	0.42
ENSGALG00000016354	12.62	10	8.45	10.42	9.15	6.44	4.25	10.29	12.09	11.94	7.76	6.07	9.54	17.8	18.45	12.1
CUFF.204335	0	0.14	0	1.22	2.89	0	0	1.03	0.74	0	0	0.03	0.06	0.4	0.83	0.44
blastnMouse.Locus_92890	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0.51
ENSGALG00000016740	0.11	0.17	0.03	0.84	0.43	0.1	0	0	0	0	0	0.03	0	0.28	0.11	0.4
ENSGALG00000008987	0.45	0.51	0.94	8.05	8.78	0.21	1.24	0.12	0.15	0	0.19	0.44	0.84	7.75	0.84	3.07
ENSGALG00000013962	5.61	6.37	15.55	6.86	6.27	10.02	9.85	7.03	6	18.78	8.04	11.68	8.46	8.9	19.54	28.95
ENSGALG00000009262	0.99	0.86	2.12	0.29	0.15	4.26	17.81	194.9	87.35	5500.06	9685.48	0.39	0.32	13.84	18.78	20.01
ENSGALG00000008839	22.87	20.67	51.03	54.15	43.95	24.78	24.18	22.18	20.67	23.13	13.09	76.82	26.9	57.01	108.47	216.32
ENSGALG00000016206	14.25	12.6	20.82	12.71	10.19	6.73	6.98	16.01	16.39	27.15	37.26	3.67	1.89	3.29	4.77	4.84
ENSGALG00000016574	3.21	4.3	5.48	2.33	3.77	2.03	1.15	4.35	2.5	4.91	3.03	6.7	3.88	4.83	9.72	12.63
ENSGALG00000004018	6.7	3.83	1.53	2.97	2.47	3.25	1.3	28.38	12.94	31.91	54.34	4.13	5.19	30.83	18.76	4.61
ENSGALG00000014124	2.61	2.4	4.6	0.74	0.54	8.24	9.09	15.93	11.88	3.25	2.42	12.68	5.53	2.52	3.69	5.36
blastnOpossum.Locus_92598	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0.56	0.53	0
ENSGALG00000007729	5.46	4.9	5.04	5.28	4.96	15.99	19.09	9.57	8.37	20.01	37.21	4.84	5.74	8.95	6.83	5.53
Locus_4981	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17	3.84	4.87
Locus_127063	13.69	15.74	11.78	5.97	12.76	16.74	14.91	20.83	15.71	5.65	15.03	37.41	35.14	76.78	37.23	34.58
ENSGALG00000017182	20.39	16.42	4.23	17.34	19.11	31.63	43.52	30.17	41.5	37.4	67.37	6.02	16.18	21.13	11.1	3.02
ENSGALG00000001615	8.01	6.69	4.69	5.25	4.12	10.02	8.11	20.38	15.03	26.75	38.47	9.13	9.13	14.77	12.65	8.95
ENSGALG00000015167	3.2	4.2	13.3	12.02	14.54	22.59	9.3	17.46	32.75	0.04	0	12.97	2.74	3.77	5.25	26.72
CUFF.60573	0	0	0	0	0	0.46	0.55	0	0	0	0	0.17	0	0	0.17	0.17
Locus_1036	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18	1.36	1.48
Locus_99872	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	1.9	0.67
ENSGALG00000018828	2.69	2.18	0.55	1.61	2.18	6.15	6.89	22.6	14.35	11.77	28.09	3.36	5.55	9.46	2.1	1.54
ENSGALG00000005667	6.29	6.59	10.13	5.58	5.17	11.96	8.73	8.37	7.89	8.62	8.97	7.7	6.73	7.37	9.44	10.59
blastnMouse.Locus_82502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_87718	0.16	0	0	0	0	0	0	0	0.21	0	0	0.39	0.42	1.45	1.29	0.91
ENSGALG00000013529	0.3	0.08	0.07	0.11	0.19	0.61	0.73	0.46	0.66	0.11	1.12	1.94	5.51	153.31	63.64	41.54
CUFF.62369	0.11	0	0	0	0.09	0.21	0	0	0	0	0	0	0.03	0.4	0.93	2.23
ENSGALG00000001182	26.19	22.37	15.96	29.23	23.37	23.78	23.88	14.6	22.15	15.1	12.33	19.54	18.99	25.39	21.26	15.84
ENSGALG00000016314	15.54	13.45	11.37	12.71	9.51	5.5	3.91	17.89	34.55	74.6	62.67	15.58	11.78	31.89	28.04	25.32
ENSGALG00000015783	55.75	55.84	85.99	51.23	47.95	180.64	253.74	83.51	64.18	103.89	73.77	36.25	27.62	41.85	49.69	67.66
Locus_29216	0	0.2	0	0	0	0	0	0	0	0	0.23	0.02	0	1.43	2.37	3.41
ENSGALG00000000044	0.3	0	0.08	0.08	0.18	0	0	0	0	0	0	0.53	2.28	0.38	0.21	0.24
ENSGALG00000004107	208.02	234.58	159.57	257.53	262.24	575.88	633.64	347.62	479.54	415.63	476.26	241.94	578.38	369.59	302.84	218.57
Locus_66857	0	0	1.13	0	0	0	0	0	0	0	0	0	0	2.42	0.21	5.14
ENSGALG00000013857	0	0	0	0	0.13	0	0	0.91	1.75	0	0	4.68	14.52	0.23	0.11	0.07
ENSGALG00000010309	4.53	4.74	4.04	2.7	2.28	1.64	1.18	2.66	1.18	0.95	0.3	26.37	7.24	103.59	128.27	128.64
Locus_63820	0.15	0.46	0	0.31	1.53	0	0	0.84	0.6	0	0	0.17	0.27	3.67	1.55	1.39
ENSGALG00000000904	33.4	27.18	8.73	11.7	19.89	26.75	34.78	59.37	48.75	39.58	125.76	9.46	25.3	24.03	8.49	5.56
Locus_49721	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	1.92	2.1
ENSGALG00000022227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03
ENSGALG00000003017	11.8	9.78	6.54	8.45	9.17	15.98	20.03	19.67	13.42	9.56	24.2	3.5	8.53	18	6.97	3.18
Locus_28752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	1.03
Locus_20223	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57	2.38	1.23
ENSGALG00000011803	2.19	1.67	0.65	2.38	2.19	11.58	5.54	7.83	9.18	0.84	0.53	5.61	8.72	1.01	1.39	2.08
ENSGALG00000023132	0	0	0	0	0	0	0	35.69	24.72	0	0	0.08	3.85	0	2.94	0.64
ENSGALG00000007547	30.43	29.05	31.31	27.68	28.11	9.9	9.11	23.34	23.32	42.71	44.08	15.7	18.12	8.51	8.95	7.62
Locus_117882	0	0	0	0	0	0.23	0.27	0	0	0	0	0	0	3.54	6.54	6.88
ENSGALG00000007004	3.13	3.84	1.78	0.07	0.21	0	0.3	0.08	0	0	0.12	0	0	0.73	0.23	0.23
ENSGALG00000005871	0	0	0.36	0	0	0	0	0	0.91	0	0	2.59	4.31	0.24	0.47	0
ENSGALG00000003558	17.25	25.55	65.88	17.82	26.94	12.19	20.58	13.34	19.15	193.6	179.59	62.09	22.85	3.62	7.42	14.48
ENSGALG00000008433	3.75	5.2	0.62	2.59	5.43	32.78	104.1	13.83	14.31	7.09	22.02	0.85	7.46	38.69	7.36	2.07
ENSGALG00000001065	0.33	1.08	1.21	0.29	0.15	0	0	0.84	0.38	0.44	0.08	54.64	10.64	73.63	114.5	165.28
CUFF.8175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.55	1.02
ENSGALG00000014244	1.8	1.94	1.26	2.47	2.36	2.09	3.05	47.79	51.46	2.46	1.98	2.41	4.73	4.26	2.25	1.78
ENSGALG00000017444	38	24.85	33.03	12.5	11.89	3.65	7.64	7.68	3.94	15.23	6.71	8.03	3.99	4.93	1.35	2.55
ENSGALG00000013785	24.39	18.52	38.38	15.94	12.66	6.85	6.3	27.48	10.55	2.68	2.03	12.64	7.12	8.7	14.69	13.55
ENSGALG00000008309	0.29	0.81	1.43	1.07	0.9	0.98	0.53	0.37	0.19	0.32	0.25	49.18	8.4	26.87	57.48	243.88
ENSGALG00000016501	45.09	38.46	52.31	45.53	40.14	69.74	58.18	67.85	52.35	58.4	58.52	40.46	60.88	56.42	65.45	67.25
ENSGALG00000011626	4.17	5.15	2.39	3.62	3.78	5.14	3.95	2.87	3.31	5.73	6.41	1.67	3.42	10.49	6.06	5.27
Locus_21266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1.25
CUFF.116817	0.17	0.53	0.09	0	0.94	0.32	0.38	0.77	0.46	0.46	2.94	0.08	0.16	2.59	0.36	0.12
ENSGALG00000004222	191.87	167.17	321.63	209.95	153.07	144.64	196.84	51.6	39.13	5.12	8.22	77.43	23.14	12.07	10.67	13.91
Locus_29222	0	0.36	0	0	0.09	0	0	0	0	0.16	0.2	0	0	12.74	5.79	2.66
CUFF.63769	0	0	0	0	0	0	0	0	0	0	0.36	0	5.01	0.15	0.29	0.66
ENSGALG00000001607	12.57	10.99	12.44	10.27	10.22	10.99	7.41	9.31	5.25	5.17	6.26	17.35	11.55	7.65	9.99	10.94
ENSGALG00000010434	1.35	1.87	1.32	2.56	2.3	8.98	6.42	3.14	4.97	57.05	127.78	1.91	4.73	0.73	1.2	0.99
ENSGALG00000022788	0.09	0	0	0	0.44	0	0	3.15	4.03	0	0.16	35.17	12.98	0.61	0.45	0.55
Locus_47687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.56	2.02
Locus_127816	0	0	0	0	0	0	0	0	0	0	0	0.59	0.14	1.02	0.33	0.54
ENSGALG00000009148	0.07	0.34	0.62	0	0	0	0	0	0	0	0	0	0	20.35	36.65	48.78
ENSGALG00000013762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.04	0.15
ENSGALG00000013009	28.48	35.91	20.19	11.37	8.81	0.22	0.27	0.13	0	0	0	0	0.04	1.12	0.58	0.7
ENSGALG00000009841	1.67	1.83	3.62	2.08	1.33	2.45	3.03	2.57	2.17	2.12	1.96	4.72	4.1	11.85	15.66	27.99
Locus_117940	0	0	0	0	0	0	0	0	0	0	0	0	0	10.17	5.34	6.88
ENSGALG00000016760	25.37	24.96	20.94	18.5	24.13	63.09	65.02	40.83	23.05	42.94	33.43	21.63	45.31	22.67	36.06	15.23
ENSGALG00000007559	6.93	8.55	3.89	6.95	6.24	16.76	24.62	15.64	17.09	16.22	14.4	3.61	7.75	4.84	4.29	3.44
ENSGALG00000000808	0.07	0	0.02	0.03	0.03	0	0	0.04	0	0	0	0.02	0.01	0.14	0.28	0.51
CUFF.180707	0.33	0.22	0.17	0	0	0	0	0.97	0.39	0	0.06	0.05	0.03	0.73	0.55	0.32
ENSGALG00000015244	1.14	0.17	0.21	1.04	0.13	0.21	0.13	2.73	1.98	3.68	1.84	0.39	0.27	1.47	1.37	0.64
ENSGALG00000010483	2	2.5	0.57	1.29	1.13	3.7	4.02	2.02	4.84	3.17	1.85	0.84	4.03	0.91	1.25	0.78
ENSGALG00000001624	6.54	5.03	12.81	5.99	5.29	10.93	7.76	10.88	5.86	8.36	6.05	21.25	10.98	8.07	13.34	21.66
ENSGALG00000008127	8.38	10.44	5.45	6.76	10.36	23.07	6.05	18.43	17.54	115.85	101.08	15.72	81.7	1.83	3.75	1.65
Locus_88340	0	0.47	0	0	0	0	0	0	0	0	0	0	0	3.06	2.94	2.75
Locus_99047	0.27	0	0	0	0	0	0	0	0	0	0	0.09	0	0.39	0.19	3.4
CUFF.229065	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83	0.88	0.07
ENSGALG00000022518	0.4	0	0.62	0.2	0.77	0.37	0	0.44	0	0.8	0	0.52	1.25	0	0.27	1.52
Locus_98130	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	2.04	0.85
Locus_46729	0	0	0.42	0.81	0	0	0	0	0	0	0	0	0	0.57	1.1	0.72
Locus_80176	0	0	0	0	0.49	0.58	0	0	0	1.27	1.07	0.29	0.85	0.23	0.22	0
ENSGALG00000006900	1.48	1.13	0.58	1.72	2.47	3.82	4.08	19.53	7.67	21.5	58.08	2.21	4.98	1.63	1.27	0.18
ENSGALG00000020592	3.12	4.28	0.73	0.95	1.57	0	0.34	0.35	0	0.63	0.26	0.09	0.28	13.12	5.34	2
ENSGALG00000006241	0.37	0.14	0	0.37	0.36	0.68	0.82	0	0.49	0.12	0.47	0.18	0.03	2.04	1.33	3.13
ENSGALG00000023703	105.82	88.68	38.81	66.89	116.82	27.44	74.06	57.56	30.3	13.99	44.54	19.77	39.93	80.92	16.24	6.46
ENSGALG00000005852	0.25	0.64	0.22	0.09	0	0	0.37	11.07	6.07	0.11	0	0.18	0.51	0.06	0.17	0.19
Locus_48009	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.76	0.44	1.39
ENSGALG00000015344	14.07	12.96	10.61	12.67	8.24	5	4.67	4.75	5.12	5.66	2.94	3.69	4.47	2.51	2.82	3.38
ENSGALG00000008787	8.08	8.72	6.74	4.24	4.87	10.3	17.57	8.05	7.8	2.34	6.16	8.29	8.39	25.71	7.93	10.49
ENSGALG00000015933	12.81	12.41	43.45	16.53	16.24	16.53	11.93	16.83	11.86	16.16	8.09	49.7	22.42	7.18	18.88	50.28
ENSGALG00000019229	2.37	1.45	2.72	1.54	1.03	23.81	26.4	2.21	2.14	0.76	2.9	4.31	14.19	1.08	0.84	0.98
ENSGALG00000003331	26.54	20.48	56.98	21.9	22.69	24.39	22.48	34.13	22.83	45.9	47.28	56.97	26.79	24.68	25.99	54.39
ENSGALG00000013775	10	7.48	9.67	16.02	14.95	1.68	1.66	0.26	0.89	0	0.13	0.25	0.13	0	0.3	0.31
Locus_48251	0.22	0	0.23	0.66	0.84	0.4	0.48	0.24	0	0.29	0	0.07	0.45	1.08	1.04	2.19
ENSGALG00000006753	31.27	36.54	56.83	23.4	29.08	163.02	169.08	32.51	45.09	75.44	52.38	27.12	37.77	12.48	32.83	75.01
ENSGALG00000012613	2.85	3.41	1.88	1.01	2.03	2.29	7.69	671.35	899.41	1383.78	2448	23.64	19.22	1.59	1.19	0.64
ENSGALG00000022364	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.92
