Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence summary	HPA evidence	UniProt evidence	MS evidence	Antibody	Reliability (IH)	Reliability (IF)	Subcellular location	RNA tissue category	RNA TS	RNA TS FPKM	FPKM max in non-specific
HSPB6	FLJ32389, Hsp20	ENSG00000004776	Heat shock protein, alpha-crystallin-related, B6	19	36245469-36248980	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB001974, HPA044153, HPA054811	Supportive			Tissue enhanced	0	skeletal muscle: 669.1	adipose tissue: 394.0
HSPB7	cvHSP	ENSG00000173641	Heat shock 27kDa protein family, member 7 (cardiovascular)	1	16340523-16346089	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA027639	Uncertain			Tissue enhanced	0	heart muscle: 1263.0;skeletal muscle: 611.2	adipose tissue: 230.4
IP6K3	IHPK3, INSP6K3	ENSG00000161896	Inositol hexakisphosphate kinase 3	6	33689444-33714762	Enzymes	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA053644	Uncertain			Tissue enhanced	0	skeletal muscle: 30.9	thyroid gland: 9.7
ITGB6		ENSG00000115221	Integrin, beta 6	2	160956177-161128399	Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA023626	Uncertain			Tissue enhanced	0	skeletal muscle: 60.7	testis: 55.3
JPH2	JP-2	ENSG00000149596	Junctophilin 2	20	42740335-42816218	Disease related genes, Predicted membrane proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA052646	Uncertain			Tissue enhanced	0	skeletal muscle: 74.0	heart muscle: 39.0
KCNQ5	Kv7.5	ENSG00000185760	Potassium voltage-gated channel, KQT-like subfamily, member 5	6	73331520-73908574	Predicted membrane proteins, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA016655	Supportive	Uncertain	Vesicles	Tissue enhanced	0	cerebral cortex: 13.3;skeletal muscle: 9.4	thyroid gland: 8.0
KCNS3	Kv9.3	ENSG00000170745	Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	2	18059114-18542882	Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at transcript level	Evidence at protein level		HPA014864	Uncertain	Uncertain	Cytoplasm, Plasma membrane, Golgi apparatus	Tissue enhanced	0	skeletal muscle: 35.1	lung: 24.9
KCNT1	KCa4.1, KIAA1422	ENSG00000107147	Potassium channel, subfamily T, member 1	9	138594031-138684992	Disease related genes, Potential drug targets, Predicted membrane proteins, Protein evidence (Kim et al 2014), Voltage-gated ion channels	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA059880	Uncertain			Tissue enhanced	0	cerebral cortex: 10.5;skeletal muscle: 9.6;spleen: 7.0	ovary: 4.5
KLHL30	FLJ43374	ENSG00000168427	Kelch-like family member 30	2	239047363-239061588		Evidence at protein level	Evidence at protein level	Evidence at transcript level		HPA045926	Uncertain			Tissue enhanced	0	skeletal muscle: 24.7	heart muscle: 6.1
KY	FLJ33207	ENSG00000174611	Kyphoscoliosis peptidase	3	134321980-134370478	Cytoskeleton related proteins, Plasma proteins, Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA036492	Uncertain	Uncertain	Nucleus but not nucleoli	Tissue enhanced	0	skeletal muscle: 7.0;skin: 7.0	smooth muscle: 4.3
LINC00346	C13orf29, NCRNA00346	ENSG00000255874	Long intergenic non-protein coding RNA 346	13	111521578-111522162		Evidence at protein level	Evidence at protein level	No evidence		HPA059028, HPA062609	Uncertain	Supportive	Nucleus, Vesicles	Tissue enhanced	0	skeletal muscle: 10.4	placenta: 2.4
LINGO4	LRRN6D	ENSG00000213171	Leucine rich repeat and Ig domain containing 4	1	151772740-151778630	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA060781	Uncertain			Tissue enhanced	0	skeletal muscle: 4.9	adrenal gland: 1.6
LMCD1		ENSG00000071282	LIM and cysteine-rich domains 1	3	8543393-8609805	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA024059	Supportive	Uncertain	Plasma membrane, Cytoplasm, Cell Junctions	Tissue enhanced	0	skeletal muscle: 182.6	adipose tissue: 73.1
MAMSTR	FLJ36070, MASTR	ENSG00000176909	MEF2 activating motif and SAP domain containing transcriptional regulator	19	49215999-49222978		Evidence at protein level	Evidence at protein level	Evidence at transcript level		HPA057672	Uncertain			Tissue enhanced	0	skeletal muscle: 33.8	adrenal gland: 14.3
MSTN	GDF8	ENSG00000138379	Myostatin	2	190920423-190927455	Disease related genes, Predicted secreted proteins, Protein evidence (Ezkurdia et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	CAB009963	Uncertain			Tissue enhanced	0	skeletal muscle: 4.6	esophagus: 1.3
MTRNR2L12		ENSG00000269028	MT-RNR2-like 12 (pseudogene)	3	96335981-96337000		Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 55.8	adrenal gland: 36.4
MTRNR2L8		ENSG00000255823	MT-RNR2-like 8	11	10529434-10530723		Evidence at transcript level	Evidence at transcript level	Evidence at transcript level						Tissue enhanced	0	skeletal muscle: 17.1	adrenal gland: 16.0
MTRNR2L9		ENSG00000255633	MT-RNR2-like 9 (pseudogene)	6	62284008-62284534	Predicted secreted proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level						Tissue enhanced	0	skeletal muscle: 17.3	adrenal gland: 8.9
MYF5	bHLHc2	ENSG00000111049	Myogenic factor 5	12	81110691-81113452	Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at transcript level		HPA041691	Uncertain	Supportive	Nucleus but not nucleoli	Tissue enhanced	0	skeletal muscle: 2.3	prostate: 0.6
MYH13	MyHC-eo	ENSG00000006788	Myosin, heavy chain 13, skeletal muscle	17	10201401-10276447	Plasma proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB000140	Uncertain			Tissue enhanced	0	skeletal muscle: 2.0	placenta: 0.4
MYH8	MyHC-peri, MyHC-pn	ENSG00000133020	Myosin, heavy chain 8, skeletal muscle, perinatal	17	10293639-10325267	Disease related genes, Plasma proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA001349, CAB016527	Supportive	Uncertain		Tissue enhanced	0	esophagus: 15.7;skeletal muscle: 7.3	prostate: 2.5
NANOS1	NOS1	ENSG00000188613	Nanos homolog 1 (Drosophila)	10	120789228-120793854	Disease related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level		CAB012219	Uncertain	Supportive	Nucleus but not nucleoli, Cytoplasm	Tissue enhanced	0	skeletal muscle: 14.5	adrenal gland: 8.4
NEURL1	h-neu, neu-1, NEURL, RNF67	ENSG00000107954	Neuralized E3 ubiquitin protein ligase 1	10	105253736-105352309		Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA044204	Uncertain			Tissue enhanced	0	skeletal muscle: 55.2	cerebral cortex: 13.5
NEXN	NELIN, nexilin	ENSG00000162614	Nexilin (F actin binding protein)	1	78354198-78409580	Cytoskeleton related proteins, Disease related genes, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA011185	Uncertain			Tissue enhanced	0	heart muscle: 321.0;skeletal muscle: 256.1	smooth muscle: 67.4
P2RX6	MGC129625, P2RXL1, P2X6, P2XM	ENSG00000099957	Purinergic receptor P2X, ligand-gated ion channel, 6	22	21364097-21383119	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA028776, HPA028777	Supportive	Uncertain	Nucleoli, Cytoplasm	Tissue enhanced	0	skeletal muscle: 20.1	spleen: 8.5
P2RY2	P2U	ENSG00000175591	Purinergic receptor P2Y, G-protein coupled, 2	11	72929343-72947397	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level		CAB022642	Uncertain	Uncertain	Cytoplasm	Tissue enhanced	0	esophagus: 14.8;skeletal muscle: 15.7	bone marrow: 9.8
PACSIN3	SDPIII	ENSG00000165912	Protein kinase C and casein kinase substrate in neurons 3	11	47199076-47207994	Plasma proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA039480, HPA043904	Uncertain	Supportive	Cytoplasm, Plasma membrane	Tissue enhanced	0	skeletal muscle: 165.8	heart muscle: 95.9
PADI2	KIAA0994, PDI2	ENSG00000117115	Peptidyl arginine deiminase, type II	1	17393256-17445948	Enzymes, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA047735	Supportive			Tissue enhanced	0	colon: 79.4;rectum: 87.4;skeletal muscle: 113.5	cerebral cortex: 45.1
PAX3	HUP2, WS1	ENSG00000135903	Paired box 3	2	223064607-223163715	Cancer-related genes, Disease related genes, Transcription factors	Evidence at protein level	Evidence at transcript level	Evidence at protein level		HPA063659	Uncertain			Tissue enhanced	0	skeletal muscle: 1.9;skin: 2.9;testis: 2.5	prostate: 0.6
PAX7	Hup1	ENSG00000009709	Paired box 7	1	18957500-19075360	Cancer-related genes, Disease related genes, Transcription factors	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level						Tissue enhanced	0	skeletal muscle: 2.8	cerebral cortex: 0.9
PDLIM3	ALP	ENSG00000154553	PDZ and LIM domain 3	4	186422851-186456766	Plasma proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA004749	Supportive	Supportive	Cytoplasm	Tissue enhanced	0	skeletal muscle: 1028.2	heart muscle: 236.5
PEBP4	CORK1, hPEBP4, MGC22776	ENSG00000134020	Phosphatidylethanolamine-binding protein 4	8	22570769-22857513	Plasma proteins, Predicted secreted proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA025064	Uncertain			Tissue enhanced	0	heart muscle: 124.3;lung: 136.3;skeletal muscle: 277.4	thyroid gland: 96.6
PGPEP1L		ENSG00000183571	Pyroglutamyl-peptidase I-like	15	99511459-99551024	Enzymes	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA041781	Uncertain			Tissue enhanced	0	skeletal muscle: 10.2	heart muscle: 2.3
PHKA1	PHKA	ENSG00000067177	Phosphorylase kinase, alpha 1 (muscle)	X	71798664-71934167	Disease related genes, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA001081	Supportive	Uncertain	Vesicles	Tissue enhanced	0	skeletal muscle: 37.7	adrenal gland: 10.1
PIGY	MGC14156	ENSG00000255072	Phosphatidylinositol glycan anchor biosynthesis, class Y	4	89442724-89442940	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level		HPA059018	Uncertain			Tissue enhanced	0	skeletal muscle: 1.0	spleen: 0.3
PITX2	ARP1, Brx1, IGDS, IHG2, IRID2, Otlx2, RGS, RIEG, RIEG1, RS	ENSG00000164093	Paired-like homeodomain 2	4	111538579-111563279	Disease related genes, Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA050074		Supportive	Nucleus	Tissue enhanced	0	placenta: 54.4;skeletal muscle: 29.2	urinary bladder: 15.2
PKIA	PRKACN1	ENSG00000171033	Protein kinase (cAMP-dependent, catalytic) inhibitor alpha	8	79428374-79517502	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA042791	Uncertain			Tissue enhanced	0	heart muscle: 139.2;skeletal muscle: 432.0	cerebral cortex: 63.5
PLEKHF1	APPD, MGC4090, PHAFIN1, ZFYVE15	ENSG00000166289	Pleckstrin homology domain containing, family F (with FYVE domain) member 1	19	30155963-30166364	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	HPA025925	Uncertain			Tissue enhanced	0	skeletal muscle: 21.1	salivary gland: 10.2
PPM1J	DKFZp434P1514, FLJ35951, MGC19531, PP2Czeta, PPP2CZ	ENSG00000155367	Protein phosphatase, Mg2+/Mn2+ dependent, 1J	1	113252616-113258099	Enzymes, Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA046045	Uncertain			Tissue enhanced	0	skeletal muscle: 33.1;testis: 37.4	skin: 17.1
PPP1R1A		ENSG00000135447	Protein phosphatase 1, regulatory (inhibitor) subunit 1A	12	54969171-54982443	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB007811, HPA041542	Supportive			Tissue enhanced	0	adipose tissue: 154.7;skeletal muscle: 255.2	kidney: 48.1
PPP1R3C	PPP1R5, PTG	ENSG00000119938	Protein phosphatase 1, regulatory subunit 3C	10	93388199-93392811		Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA027041	Uncertain			Tissue enhanced	0	heart muscle: 131.5;skeletal muscle: 336.7	esophagus: 56.5
PPP2R3A	PPP2R3	ENSG00000073711	Protein phosphatase 2, regulatory subunit B'', alpha	3	135684515-135866733	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA035829, HPA035830	Uncertain	Supportive	Nucleoli, Nucleus, Cytoplasm	Tissue enhanced	0	skeletal muscle: 74.2	heart muscle: 40.9
PRKCQ		ENSG00000065675	Protein kinase C, theta	10	6469105-6622263	Cancer-related genes, Enzymes, Plasma proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level					Tissue enhanced	0	skeletal muscle: 46.7	thyroid gland: 13.9
PRPH2	CACD2, rd2, RDS, RP7, TSPAN22	ENSG00000112619	Peripherin 2 (retinal degeneration, slow)	6	42664340-42690312	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Protein evidence (Kim et al 2014), Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA029458	Uncertain			Tissue enhanced	0	skeletal muscle: 5.4	cerebral cortex: 3.4
PRSS45	TESSP5	ENSG00000188086	Protease, serine, 45	3	46783582-46854048	Enzymes	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA060284	Uncertain			Tissue enhanced	0	skeletal muscle: 2.8	thyroid gland: 1.0
PTGES3L		ENSG00000267060	Prostaglandin E synthase 3 (cytosolic)-like	17	41120105-41132545		Evidence at transcript level	Evidence at transcript level	No evidence						Tissue enhanced	0	heart muscle: 37.6;skeletal muscle: 70.6	smooth muscle: 11.0
RASA4B		ENSG00000170667	RAS p21 protein activator 4B	7	102122892-102158228	RAS pathway related proteins	Evidence at transcript level	Evidence at transcript level	No evidence		HPA043010	Uncertain			Tissue enhanced	0	skeletal muscle: 57.5	skin: 17.2
RASL10B	RRP17, VTS58635	ENSG00000141150	RAS-like, family 10, member B	17	34058668-34070540	Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	HPA046842, HPA057092	Uncertain			Tissue enhanced	0	adipose tissue: 13.1;skeletal muscle: 12.4	heart muscle: 9.5
RBM24	dJ259A10.1, FLJ30829, RNPC6	ENSG00000112183	RNA binding motif protein 24	6	17281577-17294106		Evidence at protein level	Evidence at transcript level	Evidence at protein level						Tissue enhanced	0	heart muscle: 115.6;skeletal muscle: 176.7	endometrium: 30.6
RP11-131H24.4		ENSG00000258987	Uncharacterized protein 	14	94405901-94410475		Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 2.4;testis: 1.2	duodenum: 0.6
RP11-178C3.1		ENSG00000267318	Uncharacterized protein 	17	58018269-58050462		Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 2.0	urinary bladder: 1.3
RP11-178L8.4		ENSG00000131152		16	87336482-87367879		Evidence at transcript level	Evidence at transcript level			HPA040850	Uncertain			Tissue enhanced	0	skeletal muscle: 2.1	liver: 0.7
RP11-279O9.4		ENSG00000249679	Uncharacterized protein 	4	186392670-186393417		Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 2.4	spleen: 1.0
RP11-426L16.10		ENSG00000271810	Rho-related GTP-binding protein RhoC 	1	113245236-113254055		Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 2.7;testis: 4.4	skin: 0.8
RP11-599B13.6		ENSG00000263620	Uncharacterized protein 	17	8054134-8066293	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	adipose tissue: 1.8;skeletal muscle: 3.1;spleen: 1.5	stomach: 1.3
RP11-618P17.4		ENSG00000266953	Uncharacterized protein 	19	34887220-34900269		Evidence at protein level	Evidence at protein level			HPA019964	Uncertain			Tissue enhanced	0	skeletal muscle: 1.1	stomach: 0.5
RYR3		ENSG00000198838	Ryanodine receptor 3	15	33603163-34158303	Plasma proteins, Predicted membrane proteins, Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	CAB006887	Uncertain			Tissue enhanced	0	skeletal muscle: 11.9	smooth muscle: 5.3
SCXA	bHLHa41	ENSG00000188686	Scleraxis homolog A (mouse)	8	145490549-145492470	Transcription factors	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA043183	Uncertain			Tissue enhanced	0	skeletal muscle: 3.1	prostate: 1.1
SCXB	bHLHa48	ENSG00000187786	Scleraxis homolog B (mouse)	8	145321517-145323045	Transcription factors	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA043183	Uncertain			Tissue enhanced	0	skeletal muscle: 1.4	prostate: 0.6
SH2B2	APS	ENSG00000160999	SH2B adaptor protein 2	7	101928405-101962178		Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA051131	Uncertain	Supportive	Cytoplasm	Tissue enhanced	0	skeletal muscle: 22.7	lymph node: 11.8
SIX2		ENSG00000170577	SIX homeobox 2	2	45232300-45236569	Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA052782, HPA056958	Uncertain	Supportive	Nucleus, Nuclear membrane, Cytoplasm	Tissue enhanced	0	salivary gland: 14.3;skeletal muscle: 7.9	prostate: 4.9
SIX4	AREC3	ENSG00000100625	SIX homeobox 4	14	61176246-61191066	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014), Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA031794	Uncertain	Uncertain	Nucleus but not nucleoli	Tissue enhanced	0	salivary gland: 6.1;skeletal muscle: 6.0	fallopian tube: 4.5
SLC2A4	GLUT4	ENSG00000181856	Solute carrier family 2 (facilitated glucose transporter), member 4	17	7184986-7191576	Disease related genes, Potential drug targets, Predicted membrane proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014), Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB016544	Supportive			Tissue enhanced	0	heart muscle: 63.3;skeletal muscle: 91.6	adipose tissue: 23.2
SLCO5A1	OATP-J, OATP5A1, OATPRP4, SLC21A15	ENSG00000137571	Solute carrier organic anion transporter family, member 5A1	8	70579282-70747299	Predicted membrane proteins, Transporters	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA025062	Uncertain			Tissue enhanced	0	skeletal muscle: 3.3	heart muscle: 2.7
SNAI3	SMUC, Zfp293, ZNF293	ENSG00000185669	Snail family zinc finger 3	16	88744090-88752901	Transcription factors	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA016757	Uncertain			Tissue enhanced	0	skeletal muscle: 12.0	lymph node: 3.4
SPEG	APEG1, BPEG, KIAA1297, MGC12676, SPEGalpha, SPEGbeta	ENSG00000072195	SPEG complex locus	2	220299568-220363009	Enzymes, Predicted secreted proteins, Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA018904	Uncertain			Tissue enhanced	0	skeletal muscle: 97.6	smooth muscle: 45.7
STRIP2	FAM40B, FAR11B, KIAA1170	ENSG00000128578	Striatin interacting protein 2	7	129074274-129128240	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA019657	Uncertain	Supportive	Cytoplasm	Tissue enhanced	0	skeletal muscle: 12.4;testis: 17.5	cerebral cortex: 8.6
SYNM	DMN, KIAA0353, SYN	ENSG00000182253	Synemin, intermediate filament protein	15	99638420-99675798	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB017192, HPA040066, HPA044200	Supportive			Tissue enhanced	0	skeletal muscle: 221.9	smooth muscle: 133.8
SYNPO	KIAA1029	ENSG00000171992	Synaptopodin	5	149980642-150038782	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	CAB033265, HPA034631, CAB037325	Supportive	Uncertain	Nucleus but not nucleoli, Cytoplasm, Cytoskeleton (Actin filaments)	Tissue enhanced	0	heart muscle: 237.0;skeletal muscle: 426.8	adipose tissue: 70.0
SYNPO2	MYOPODIN	ENSG00000172403	Synaptopodin 2	4	119809996-119982402	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA030665	Supportive			Tissue enhanced	0	skeletal muscle: 305.2	smooth muscle: 235.5
TBX1		ENSG00000184058	T-box 1	22	19744226-19771116	Disease related genes, Protein evidence (Ezkurdia et al 2014), Transcription factors	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	HPA060863	Uncertain			Tissue enhanced	0	skeletal muscle: 21.5	testis: 5.2
TCEA3	TFIIS.H	ENSG00000204219	Transcription elongation factor A (SII), 3	1	23707554-23751233	Protein evidence (Ezkurdia et al 2014), Protein evidence (Kim et al 2014)	Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	HPA044960, HPA055811	Uncertain	Supportive	Nucleus, Cytoplasm	Tissue enhanced	0	skeletal muscle: 317.5	pancreas: 100.7
TCF15	bHLHa40, EC2, PARAXIS	ENSG00000125878	Transcription factor 15 (basic helix-loop-helix)	20	584441-591042	Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at transcript level		HPA050998	Supportive			Tissue enhanced	0	adipose tissue: 4.5;heart muscle: 3.6;skeletal muscle: 4.7	placenta: 1.9
TEAD4	EFTR-2, RTEF-1, TCF13L1, TEF-3, TEFR-1	ENSG00000197905	TEA domain family member 4	12	3068496-3149839	Protein evidence (Ezkurdia et al 2014), Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	HPA056896	Uncertain	Supportive	Nucleus but not nucleoli	Tissue enhanced	0	skeletal muscle: 42.0	thyroid gland: 10.9
TMEM110-MUSTN1		ENSG00000248592	TMEM110-MUSTN1 readthrough	3	52867137-52931578	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level			HPA051855	Uncertain			Tissue enhanced	0	skeletal muscle: 19.0	bone marrow: 6.8
TMX2-CTNND1		ENSG00000254462	TMX2-CTNND1 readthrough (NMD candidate)	11	57480077-57559058	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 1.1	cerebral cortex: 1.0
TRIM7	GNIP, RNF90	ENSG00000146054	Tripartite motif containing 7	5	180620924-180632293	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA039213	Uncertain	Uncertain	Vesicles, Nucleus but not nucleoli, Cytoplasm	Tissue enhanced	0	skeletal muscle: 103.3;skin: 33.0	esophagus: 19.3
TTC40	bA288G11.4, bA288G11.5, bB137A17.2, bB137A17.3, C10orf123, C10orf124, C10orf92, C10orf93, DKFZp434A1721, FLJ25954	ENSG00000171811	Tetratricopeptide repeat domain 40	10	134621896-134756327	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level		HPA037786	Uncertain			Tissue enhanced	0	skeletal muscle: 8.0;testis: 12.1	fallopian tube: 7.2
UQCR11		ENSG00000267059		19	1578338-1605444	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level							Tissue enhanced	0	skeletal muscle: 29.0	adipose tissue: 8.1
USP2	UBP41	ENSG00000036672	Ubiquitin specific peptidase 2	11	119225925-119252436	Enzymes	Evidence at protein level	Evidence at protein level	Evidence at protein level		HPA006777, HPA007222	Supportive	Supportive	Plasma membrane, Cytoplasm	Tissue enhanced	0	skeletal muscle: 67.3;testis: 65.3	heart muscle: 39.2
